TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,IsFraud,TransactionStatus,Currency,Latitude,Longitude,FraudReason
TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,2024-11-04 08:07:01,0,Completed,USD,56.322181643413955,-152.7821853779697,Legitimate transaction
TX000609,AC00413,121.82,2023-09-08 18:24:14,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,2024-11-04 08:11:30,0,Completed,USD,89.9491811915035,-48.35493062590632,Legitimate transaction
TX000610,AC00479,56.12,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1,8839.67,2024-11-04 08:09:30,0,Completed,USD,89.39463067330297,-98.8627435175643,Legitimate transaction
TX000611,AC00078,424.7,2023-01-30 17:37:14,Credit,Miami,D000066,56.116.189.0,M032,Online,56,Retired,178,1,6239.89,2024-11-04 08:08:25,0,Completed,USD,9.977707008472947,-109.5000897116628,Legitimate transaction
TX000612,AC00242,35.16,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04 08:10:34,0,Completed,USD,48.41773473249188,-129.3109383986366,Legitimate transaction
TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,2024-11-04 08:11:09,0,Completed,USD,80.05783137883705,44.06891096375881,Legitimate transaction
TX000614,AC00084,3.44,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,2024-11-04 08:12:20,0,Completed,USD,62.93653032193407,101.2758680690298,Legitimate transaction
TX000615,AC00466,1342.25,2023-04-28 18:11:55,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03,2024-11-04 08:08:00,0,Completed,USD,-45.47734168622442,28.18742379132985,Legitimate transaction
TX000616,AC00359,139.03,2023-08-30 18:00:09,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,2024-11-04 08:11:29,0,Completed,USD,-8.902055644183164,-127.09342454824451,Legitimate transaction
TX000617,AC00023,254.92,2023-09-18 16:04:06,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,2024-11-04 08:07:18,0,Pending,USD,-66.7513052727309,112.0045571760495,Legitimate transaction
TX000618,AC00366,115.11,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,2024-11-04 08:10:18,0,Completed,USD,81.72918490657003,48.94369457894226,Legitimate transaction
TX000619,AC00170,171.11,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,2024-11-04 08:08:40,0,Completed,USD,19.111434201158403,-40.26034579428162,Legitimate transaction
TX000620,AC00130,168.54,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406.0,2024-11-04 08:08:14,0,Completed,USD,-48.84429500937671,62.68690639298268,Legitimate transaction
TX000621,AC00183,420.76,2023-02-23 16:04:35,Debit,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,2024-11-04 08:08:38,0,Pending,USD,30.906123193054214,-86.43420747258017,Legitimate transaction
TX000622,AC00219,408.46,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,2024-11-04 08:08:20,0,Completed,USD,35.7796,-78.6382,Legitimate transaction
TX000623,AC00354,1162.42,2023-08-23 16:35:42,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2024-11-04 08:09:09,0,Completed,USD,21.26308328242125,-55.73080494208422,Legitimate transaction
TX000624,AC00290,342.17,2023-12-14 16:09:42,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,2024-11-04 08:08:32,0,Completed,USD,-25.530710754088716,150.29490352751645,Legitimate transaction
TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,2024-11-04 08:10:54,0,Completed,USD,-69.55963340406677,-75.41837795828866,Legitimate transaction
TX000626,AC00370,821.54,2023-08-22 18:11:16,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,2024-11-04 08:11:57,0,Completed,USD,33.749,-84.388,Legitimate transaction
TX000627,AC00454,253.47,2023-06-14 17:07:08,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,2024-11-04 08:08:12,0,Completed,USD,33.749,-84.388,Legitimate transaction
TX000628,AC00403,22.81,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,2024-11-04 08:07:59,0,Completed,USD,30.883175206703925,-10.804223463142819,Legitimate transaction
TX000629,AC00358,266.57,2023-07-03 17:56:59,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,2024-11-04 08:07:10,0,Completed,USD,3.655386162682788,140.45080946256525,Legitimate transaction
TX000630,AC00296,374.61,2023-08-29 18:30:36,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,2024-11-04 08:11:24,0,Pending,USD,33.4152,-111.8315,Legitimate transaction
TX000631,AC00393,339.35,2023-02-03 16:08:47,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,2024-11-04 08:08:17,0,Completed,USD,49.017310512415065,74.77968609630989,Legitimate transaction
TX000632,AC00223,810.36,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,2024-11-04 08:07:19,1,Completed,USD,3.629430200158808,-157.606838580707,High amount
TX000633,AC00487,9.83,2023-07-24 17:04:17,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,2024-11-04 08:09:03,0,Completed,USD,63.39267005733723,-126.97090405957067,Legitimate transaction
TX000634,AC00215,135.57,2023-06-14 17:17:34,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2024-11-04 08:11:44,0,Completed,EUR,9.343230979407394,-177.17702732210995,Legitimate transaction
TX000635,AC00275,340.05,2023-10-27 17:26:53,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,2024-11-04 08:07:43,0,Completed,GBP,10.968834876369527,47.13184448249882,Legitimate transaction
TX000636,AC00482,283.45,2023-10-17 17:24:47,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,2024-11-04 08:08:51,0,Completed,USD,67.79764847850211,-18.83756685224941,Legitimate transaction
TX000637,AC00357,100.99,2023-05-29 16:20:29,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,2024-11-04 08:09:12,0,Completed,USD,-17.37308408176854,-131.66105367518082,Legitimate transaction
TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,2024-11-04 08:07:13,0,Completed,USD,-65.87725887888467,164.85628358043738,Legitimate transaction
TX000639,AC00416,655.15,2023-01-02 16:22:54,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,2024-11-04 08:07:15,0,Completed,USD,-84.81911826359898,10.67750062042316,Legitimate transaction
TX000640,AC00058,320.55,2023-05-01 17:11:47,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,2024-11-04 08:08:14,0,Completed,USD,45.92470602125141,-92.9184141193599,Legitimate transaction
TX000641,AC00170,41.51,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,2024-11-04 08:11:54,0,Completed,USD,21.655719243623636,0.2172856156947205,Legitimate transaction
TX000642,AC00262,71.53,2023-10-30 16:49:25,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,2024-11-04 08:12:00,0,Completed,USD,36.73435825786024,64.66331978463882,Legitimate transaction
TX000643,AC00032,467.13,2023-09-28 17:18:26,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,2024-11-04 08:06:58,0,Completed,USD,-51.66645092839607,-152.5538815295168,Legitimate transaction
TX000644,AC00131,235.4,2023-09-26 17:02:25,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,2024-11-04 08:10:13,0,Completed,USD,-65.45313439438144,-81.10662658275888,Legitimate transaction
TX000645,AC00176,159.32,2023-01-16 18:57:13,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,2024-11-04 08:10:32,0,Pending,USD,-87.38196017978126,110.50757671823771,Legitimate transaction
TX000646,AC00139,50.83,2023-12-18 16:06:14,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,2024-11-04 08:10:06,0,Completed,USD,-26.894239414812546,-14.520646655041958,Legitimate transaction
TX000647,AC00056,56.89,2023-02-03 18:03:56,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,2024-11-04 08:09:52,0,Completed,EUR,29.7604,-95.3698,Legitimate transaction
TX000648,AC00276,20.22,2023-03-10 18:26:19,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,2024-11-04 08:06:32,0,Completed,USD,16.185183633833958,16.767771131626176,Legitimate transaction
TX000649,AC00447,50.4,2023-03-27 17:02:44,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,2024-11-04 08:07:17,0,Completed,USD,-19.396071882048176,-24.18623920459106,Legitimate transaction
TX000650,AC00143,73.88,2023-05-08 17:42:36,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,2024-11-04 08:08:11,0,Completed,USD,-11.254514035728775,-164.19602064851816,Legitimate transaction
TX000651,AC00139,119.61,2023-03-14 16:21:01,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,2024-11-04 08:07:28,0,Completed,GBP,32.7157,-117.1611,Legitimate transaction
TX000652,AC00208,1241.05,2023-11-21 16:26:41,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,756.74,2024-11-04 08:11:48,0,Completed,USD,72.74856500887472,-120.33007926474386,Legitimate transaction
TX000653,AC00426,116.58,2023-08-31 16:38:18,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,2024-11-04 08:06:50,0,Completed,USD,35.7796,-78.6382,Legitimate transaction
TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,2024-11-04 08:10:27,1,Completed,USD,-27.31401593580594,-19.605010052919283,High amount
TX000655,AC00381,391.96,2023-06-19 16:21:58,Debit,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,2024-11-04 08:06:47,0,Pending,USD,2.5181080487659386,-104.69323245314598,Legitimate transaction
TX000656,AC00458,156.26,2023-01-02 17:49:44,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,2024-11-04 08:09:29,0,Completed,USD,51.05754229340576,-162.00754968251564,Legitimate transaction
TX000657,AC00014,427.0,2023-07-31 17:04:29,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,2024-11-04 08:07:30,0,Completed,USD,-18.622299182171375,123.71387905865652,Legitimate transaction
TX000658,AC00071,443.68,2023-04-25 18:58:32,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,2024-11-04 08:10:26,0,Completed,USD,21.97560604101723,173.2293104990817,Legitimate transaction
TX000659,AC00054,101.76,2023-02-20 17:27:24,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,2024-11-04 08:11:08,0,Completed,EUR,65.22546757441413,105.53143463882623,Legitimate transaction
TX000660,AC00182,67.57,2023-08-17 16:44:38,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,2024-11-04 08:11:15,0,Completed,USD,80.91371225837557,127.36257181368012,Legitimate transaction
TX000661,AC00257,326.29,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,2024-11-04 08:10:44,0,Completed,USD,-63.52677343277317,-92.88823308586366,Legitimate transaction
TX000662,AC00006,158.56,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2024-11-04 08:10:48,1,Completed,USD,76.78577252906899,165.82571118475192,Random anomaly detected
TX000663,AC00424,56.02,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,2024-11-04 08:07:58,0,Completed,USD,-1.4190672456831237,-109.10674639676579,Legitimate transaction
TX000664,AC00131,288.28,2023-01-17 17:11:24,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,2024-11-04 08:06:33,0,Completed,EUR,-43.516010106187494,162.5147317302596,Legitimate transaction
TX000665,AC00133,245.67,2023-01-02 18:35:07,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,2024-11-04 08:07:45,0,Completed,USD,-7.355563877112971,178.1349458277424,Legitimate transaction
TX000666,AC00393,152.18,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2024-11-04 08:10:50,0,Completed,USD,86.40586355138586,76.22021006857756,Legitimate transaction
TX000667,AC00361,114.35,2023-11-27 16:16:19,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,2024-11-04 08:10:13,0,Completed,USD,-1.328743081283477,173.2117434450559,Legitimate transaction
TX000668,AC00092,373.27,2023-07-18 18:03:03,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,2024-11-04 08:06:36,0,Completed,USD,-30.82471014824852,25.034320644157333,Legitimate transaction
TX000669,AC00049,504.63,2023-11-13 17:07:10,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,2024-11-04 08:07:50,0,Completed,USD,24.01215377701064,-86.56495805660748,Legitimate transaction
TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2024-11-04 08:07:41,0,Completed,USD,33.749,-84.388,Legitimate transaction
TX000671,AC00323,820.15,2023-12-18 16:33:01,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,2024-11-04 08:10:34,0,Completed,USD,-46.77378861992525,-22.681481160376478,Legitimate transaction
TX000672,AC00372,986.81,2023-03-31 16:52:35,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,2024-11-04 08:09:09,1,Completed,USD,29.7604,-95.3698,High amount
TX000673,AC00497,8.37,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,2024-11-04 08:11:23,0,Completed,USD,-76.3446009404405,33.68193673636296,Legitimate transaction
TX000674,AC00130,197.49,2023-07-03 16:36:45,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2024-11-04 08:06:40,0,Completed,USD,-66.80165005608313,-153.6906376702746,Legitimate transaction
TX000675,AC00034,637.97,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,2024-11-04 08:07:56,0,Completed,GBP,-66.95174898760096,44.043575262208606,Legitimate transaction
TX000676,AC00286,13.52,2023-05-15 16:51:28,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,2024-11-04 08:06:30,1,Completed,USD,-62.65751516778702,173.224021234426,Random anomaly detected
TX000677,AC00232,432.1,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,2024-11-04 08:10:16,0,Completed,USD,-65.01110892310618,-111.56124607785806,Legitimate transaction
TX000678,AC00182,375.17,2023-06-08 17:20:53,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,2024-11-04 08:11:26,0,Completed,USD,25.357454064578633,105.33424186381797,Legitimate transaction
TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,2024-11-04 08:08:38,0,Completed,USD,-57.261584808153934,146.84356576066295,Legitimate transaction
TX000680,AC00101,78.44,2023-11-21 17:25:30,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,2024-11-04 08:10:39,1,Completed,USD,-27.779889001704625,159.7325734152795,Unusually long transaction time
TX000681,AC00328,139.72,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,2024-11-04 08:08:24,0,Pending,EUR,71.42191378308212,165.648817585961,Legitimate transaction
TX000682,AC00356,499.99,2023-08-02 16:01:17,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,2024-11-04 08:09:05,0,Completed,USD,-4.6869047526829775,7.725469939729891,Legitimate transaction
TX000683,AC00312,10.07,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,2024-11-04 08:08:57,0,Completed,EUR,30.16039293378489,171.83084687694134,Legitimate transaction
TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2024-11-04 08:06:39,0,Completed,USD,35.7796,-78.6382,Legitimate transaction
TX000685,AC00123,578.49,2023-10-16 17:46:51,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,2024-11-04 08:06:50,0,Pending,USD,-58.98242318370663,92.63167456839801,Legitimate transaction
TX000686,AC00071,119.3,2023-08-28 16:08:54,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2024-11-04 08:08:55,0,Completed,EUR,33.4152,-111.8315,Legitimate transaction
TX000687,AC00370,280.92,2024-01-01 18:21:50,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,2024-11-04 08:06:41,0,Completed,USD,-55.38797661443926,-121.79828295469372,Legitimate transaction
TX000688,AC00330,42.42,2023-06-01 17:19:57,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,2024-11-04 08:09:11,0,Completed,GBP,-82.64364907203381,-8.3159616715308,Legitimate transaction
TX000689,AC00218,77.03,2023-06-19 16:57:53,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,2024-11-04 08:08:06,0,Completed,USD,-59.591688647010386,78.59922313392144,Legitimate transaction
TX000690,AC00437,22.59,2023-03-27 16:12:36,Debit,Seattle,D000048,113.115.81.178,M060,ATM,62,Retired,45,1,3988.75,2024-11-04 08:08:22,0,Completed,EUR,-39.85373897424745,-90.95748630513,Legitimate transaction
TX000691,AC00287,568.76,2023-10-09 16:48:50,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,2024-11-04 08:12:09,0,Completed,USD,-58.13811283018558,50.62146607759945,Legitimate transaction
TX000692,AC00418,25.94,2023-10-16 18:53:31,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,2024-11-04 08:06:38,0,Completed,USD,-74.03354392373,59.97617245678293,Legitimate transaction
TX000693,AC00465,105.94,2023-08-07 16:02:55,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,2024-11-04 08:09:59,0,Completed,USD,-68.28554320189185,-121.42809222891628,Legitimate transaction
TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427.0,2024-11-04 08:07:12,1,Completed,USD,-7.059821754109365,23.43071248299225,High amount; Multiple login attempts
TX000695,AC00432,350.15,2023-11-27 16:18:25,Credit,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,2024-11-04 08:08:37,0,Completed,USD,-52.85993068695735,97.78568795229876,Legitimate transaction
TX000696,AC00240,1151.18,2023-08-25 17:26:27,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,2024-11-04 08:07:02,0,Completed,USD,-24.43142501134642,-0.39756076706089516,Legitimate transaction
TX000697,AC00497,183.67,2023-06-26 16:11:29,Debit,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1,910.26,2024-11-04 08:11:05,0,Completed,USD,32.7157,-117.1611,Legitimate transaction
TX000698,AC00026,278.27,2023-04-10 16:47:55,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,2024-11-04 08:09:58,0,Completed,USD,0.6151087538742388,-175.64287796060134,Legitimate transaction
TX000699,AC00277,470.3,2023-09-12 18:46:45,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,2024-11-04 08:08:00,0,Completed,USD,34.27106915328575,-176.7461511314548,Legitimate transaction
TX000700,AC00116,261.69,2023-11-27 17:29:25,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,2024-11-04 08:09:09,0,Completed,USD,-82.92381482860219,-51.4694361707956,Legitimate transaction
TX000701,AC00367,365.04,2023-03-06 16:29:57,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,22,Student,94,1,873.89,2024-11-04 08:12:08,0,Completed,USD,53.89387180362769,153.4298646354415,Legitimate transaction
TX000702,AC00030,211.1,2023-09-14 16:58:48,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77,2024-11-04 08:07:01,0,Completed,USD,23.022070108363394,-97.67635934270085,Legitimate transaction
TX000703,AC00111,21.49,2023-05-04 16:51:17,Debit,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24,2024-11-04 08:08:08,0,Completed,USD,-75.28337424920306,48.370927993807385,Legitimate transaction
TX000704,AC00220,63.58,2023-09-11 17:43:14,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04,2024-11-04 08:11:56,0,Completed,USD,67.24415233921991,-100.05268655040459,Legitimate transaction
TX000705,AC00295,321.86,2023-07-24 16:25:51,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,63,Doctor,167,1,12626.49,2024-11-04 08:06:35,0,Completed,USD,75.75703209572637,-64.19880372256249,Legitimate transaction
TX000706,AC00137,12.11,2023-12-12 16:17:27,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,2024-11-04 08:07:10,1,Completed,EUR,-79.00596722612453,125.29515225653421,Random anomaly detected
TX000707,AC00004,642.54,2023-05-10 18:49:20,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,2024-11-04 08:10:37,0,Completed,USD,-40.16202333350333,82.39011921718088,Legitimate transaction
TX000708,AC00442,210.45,2023-12-11 16:47:05,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,27,Student,146,1,1242.49,2024-11-04 08:06:24,0,Completed,USD,55.116230362751025,-145.65626016724417,Legitimate transaction
TX000709,AC00201,313.65,2023-01-30 16:08:07,Credit,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36,2024-11-04 08:10:49,0,Completed,USD,44.686744269058494,-25.667272444883906,Legitimate transaction
TX000710,AC00462,99.76,2023-08-07 16:21:37,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1,416.89,2024-11-04 08:06:26,0,Completed,USD,-56.78621651585208,-169.4988850877048,Legitimate transaction
TX000711,AC00390,115.32,2023-07-25 17:24:07,Debit,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,5929.08,2024-11-04 08:08:36,0,Completed,USD,-52.31712179939215,-6.879547222916756,Legitimate transaction
TX000712,AC00297,33.61,2023-08-21 17:25:00,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,23,Student,72,1,479.08,2024-11-04 08:08:40,0,Completed,USD,-23.315021497551243,58.4762442123845,Legitimate transaction
TX000713,AC00173,498.59,2023-01-30 16:20:26,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,2024-11-04 08:06:58,0,Completed,USD,-2.7858626656161647,-137.33905550466545,Legitimate transaction
TX000714,AC00382,98.81,2023-09-04 16:48:13,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1,797.1,2024-11-04 08:08:11,0,Completed,USD,21.285858875453272,-76.00142199270036,Legitimate transaction
TX000715,AC00175,1.87,2023-10-20 18:34:41,Debit,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1,7287.94,2024-11-04 08:09:48,0,Completed,USD,-23.59554487744097,-36.7788148192235,Legitimate transaction
TX000716,AC00035,78.92,2023-06-15 18:57:42,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86,2024-11-04 08:08:28,0,Completed,USD,-6.743751096033378,151.0311688761779,Legitimate transaction
TX000717,AC00219,194.29,2023-01-23 16:05:42,Credit,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41,2024-11-04 08:08:57,0,Completed,EUR,44.54476886407619,177.57180555226705,Legitimate transaction
TX000718,AC00416,28.73,2023-10-31 16:11:57,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96,2024-11-04 08:08:37,0,Completed,USD,-83.39702347969238,-163.83193236157828,Legitimate transaction
TX000719,AC00467,105.53,2023-06-16 16:36:20,Debit,Colorado Springs,D000003,53.131.194.183,M026,Online,24,Student,88,1,1433.66,2024-11-04 08:10:14,0,Completed,USD,-44.56135001807626,93.96285245834116,Legitimate transaction
TX000720,AC00465,737.34,2023-03-20 17:45:22,Debit,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1,7336.56,2024-11-04 08:08:06,1,Completed,GBP,38.40292545921943,-46.17933609515643,High amount
TX000721,AC00102,237.86,2023-02-06 17:48:39,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63,2024-11-04 08:10:20,0,Completed,USD,71.13723078369588,-38.7150529573872,Legitimate transaction
TX000722,AC00119,409.61,2023-07-26 16:05:48,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,65,Doctor,89,1,11698.15,2024-11-04 08:10:16,0,Completed,USD,2.101939580819902,91.5353904049282,Legitimate transaction
TX000723,AC00418,75.53,2023-08-21 17:36:05,Credit,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,1034.35,2024-11-04 08:07:11,0,Completed,USD,5.780427347756813,150.6335155723471,Legitimate transaction
TX000724,AC00237,72.75,2023-05-01 16:30:03,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,2024-11-04 08:07:19,0,Completed,GBP,-70.70903795884031,162.3342940209174,Legitimate transaction
